EmpID,FirstName,LastName,StartDate,ExitDate,Supervisor,ADEmail,EmployeeType,TerminationType,TerminationDescription,DOB,SSN,Address,City,State,JobTitle,Salary,Gender,Race,MaritalStatus,PerformanceScore,CurrentEmployeeRating
3324,Beatrice,Vance,30-Jun-19,24-Jul-22,Anna Martinez,beatrice.vance@bestremotejob.com,Part-Time,Involuntary,Teach human market real upon.,2/8/1992,729-97-0712,624 Jennifer Shoals,Garciabury,FL,Shipping Clerk,50574,Female,Black,Divorced,PIP,3
2119,Marcos,Carey,29-Mar-19,,Susan Smith,marcos.carey@bestremotejob.com,Part-Time,Unk,,4/3/1992,790-11-2491,061 Morris Views,Port Mike,KS,Senior Engineer,200247,Female,White,Married,Exceeds,5
3552,Harper,Ramos,16-Feb-20,3-Jun-20,Maria Chan,harper.ramos@bestremotejob.com,Full-Time,Retirement,Stand possible truth bank on meet daughter.,5/3/1992,477-31-4165,71398 Chan Shore Apt. 177,Bryanshire,MI,Customer Service Representative,98987,Male,White,Single,Needs Improvement,1
2244,Monica,Pham,4-Aug-22,,Jesse Archer,monica.pham@bestremotejob.com,Contract,Unk,,7/11/1992,675-24-2856,7956 Jennifer Estates Suite 712,Medinachester,IL,Senior Financial Analyst,118913,Female,Other,Married,Fully Meets,4
2545,Odin,Key,22-Dec-18,,Michael Whitehead,odin.key@bestremotejob.com,Contract,Unk,,9/2/1992,235-47-0590,000 Cole Knoll,North Meghan,PW,Training and Development Manager,131603,Male,Hispanic,Widowed,Fully Meets,4
3432,Maruk,Fraval,17-Jan-20,,Sheri Campos,maruk.fraval@bestremotejob.com,Contract,Unk,,10/7/1992,542-48-1198,8197 Melissa Stream,West Josephside,WY,Web Designer,102199,Male,Black,Married,Fully Meets,3
2870,Sanai,Sweeney,26-Jul-23,31-Jul-23,David Mccormick,sanai.sweeney@bestremotejob.com,Part-Time,Retirement,Professor anyone example never.,12/11/1992,736-58-2360,567 Wright Light Suite 073,East Scott,NM,Instructional Designer,116842,Male,Black,Married,Fully Meets,4
2151,Areli,Mitchell,20-Jan-21,27-Jun-23,Jimmy Watkins,areli.mitchell@bestremotejob.com,Contract,Involuntary,Cut mind yard third.,3/1/1993,866-95-9677,962 Callahan Trafficway,Port Abigail,CA,IT Support Specialist,59105,Female,Hispanic,Married,Exceeds,1
1516,Richard,Nelson,16-Oct-22,,Travis Smith,richard.nelson@bestremotejob.com,Contract,Unk,,8/1/1993,916-59-3331,8884 Christopher Junctions,North Tammy,GU,Senior Engineer,212750,Male,Hispanic,Widowed,Fully Meets,3
1984,Laura,Gutierrez,24-Jun-20,,Samantha Bryant,laura.gutierrez@bestremotejob.com,Full-Time,Unk,,9/6/1993,968-45-7071,363 Anita Park Suite 368,Maryville,NV,IT Support Specialist,82292,Female,Black,Single,Fully Meets,3
2950,Charlize,Rocha,14-Sep-18,4-Jan-19,James Chapman,charlize.rocha@bestremotejob.com,Part-Time,Involuntary,Past value city attorney could onto bed.,11/4/1993,367-20-4819,0102 Sabrina Mission Suite 723,North David,AK,Senior Engineer,195694,Female,White,Married,Needs Improvement,4
3361,Lilianna,Conway,29-Dec-20,23-Feb-22,Patrick Hart,lilianna.conway@bestremotejob.com,Part-Time,Voluntary,Situation election visit author five.,11/7/1993,347-45-9271,249 Moore Turnpike Suite 230,Davisland,NY,IT Support Specialist,73291,Female,Other,Single,Exceeds,3
2771,Tia,Potter,8-Jul-20,24-Sep-21,Tonya Moreno,tia.potter@bestremotejob.com,Full-Time,Retirement,Talk into between trip final.,11/10/1993,995-16-5158,156 Brian Meadow,Veronicaland,DE,Quality Engineer,134798,Male,Other,Divorced,Fully Meets,5
1459,Noe,Glenn,8-Sep-21,,Joshua Watkins,noe.glenn@bestremotejob.com,Contract,Unk,,1/2/1994,158-54-8779,7528 Anderson Locks Suite 143,North Benjamin,NC,IT Support Specialist,55236,Male,Black,Single,Exceeds,3
1629,Lucia,Peterson,6-Nov-19,22-Mar-23,Robert Crawford,lucia.peterson@bestremotejob.com,Part-Time,Voluntary,Prevent sing be member democratic.,2/2/1994,305-40-4579,9332 Kelley Mission,Donshire,PW,Web Designer,88700,Female,Hispanic,Married,Fully Meets,3
3480,Jerimiah,Harmon,8-Sep-22,16-Oct-22,Eric King,jerimiah.harmon@bestremotejob.com,Full-Time,Retirement,View vote contain within fight cup party war.,6/8/1994,416-15-8865,97021 Wallace Lodge,South Josephfurt,MP,Art Director,135797,Female,Black,Widowed,Fully Meets,1
1861,Lorelei,Glass,11-Jun-20,,Ana Harding,lorelei.glass@bestremotejob.com,Contract,Unk,,7/6/1994,421-63-3109,321 Turner Mews,North Johnland,FM,Computer Systems Analyst,133269,Male,Black,Widowed,Exceeds,3
1532,Rene,Pena,22-Nov-19,18-Feb-20,Kendra Huerta,rene.pena@bestremotejob.com,Part-Time,Retirement,Most receive serve way recent up with.,8/2/1994,975-33-1829,90800 Michael Lodge,North Michael,DC,Senior Engineer,177583,Female,Asian,Divorced,Fully Meets,3
1251,Callie,Murray,25-Sep-18,,Dennis Davis,callie.murray@bestremotejob.com,Part-Time,Unk,,8/4/1994,882-54-0764,3578 Warren Prairie Suite 287,North Ariel,NV,Computer Systems Analyst,161301,Female,Asian,Married,Fully Meets,3
1299,Tia,Atkins,24-Mar-20,,Joseph Dixon,tia.atkins@bestremotejob.com,Contract,Unk,,11/8/1994,524-25-7848,599 Mccoy Estate Apt. 522,Lake Christianshire,ME,IT Support Specialist,81411,Female,Asian,Widowed,Fully Meets,3
2008,Kaila,Johnston,15-Jul-19,13-Jan-20,Michelle Taylor,kaila.johnston@bestremotejob.com,Part-Time,Voluntary,Follow yourself child to foot.,12/10/1994,448-38-7634,828 Watkins Landing Suite 952,South Ashlee,CA,Project Manager,153404,Female,Asian,Widowed,Fully Meets,3
2189,Tyree,Mahoney,25-Jan-19,,Daniel Mullins,tyree.mahoney@bestremotejob.com,Part-Time,Unk,,1/12/1995,447-51-7989,935 Alexis Drives Suite 373,West Steven,MD,Benefits Analyst,118468,Female,White,Divorced,Needs Improvement,5
1289,Janiyah,Ballard,18-Jul-19,,Kevin Pearson,janiyah.ballard@bestremotejob.com,Full-Time,Unk,,1/5/1996,862-85-8105,5227 William Groves Apt. 165,South Andrewport,HI,Procurement Manager,133022,Female,Other,Single,Fully Meets,3
2837,Jaylen,Butler,20-Mar-21,18-Feb-23,Eric Young,jaylen.butler@bestremotejob.com,Part-Time,Involuntary,Administration field require.,4/1/1996,793-60-2525,409 Angela Club Apt. 387,North Douglasberg,NJ,Senior Engineer,202025,Male,Asian,Single,Fully Meets,4
2013,Zariah,Ritter,7-Jul-19,27-Mar-21,Crystal Johnson,zariah.ritter@bestremotejob.com,Contract,Voluntary,Maintain score scene attack face try wish.,4/2/1996,963-17-1386,272 Wise Trail Suite 983,Lake Scott,NH,Senior Quality Engineer,127654,Female,Black,Widowed,Fully Meets,3
2972,Cherly,Robinson,13-Feb-23,,Summer Figueroa,cherly.robinson@bestremotejob.com,Full-Time,Unk,,4/10/1996,807-22-0785,1565 Misty Harbors,Thompsonton,IA,Contract Analysist,126764,Female,Other,Widowed,Fully Meets,1
3462,Aliana,Nolan,13-Sep-18,17-Sep-21,Brianna Mathews,aliana.nolan@bestremotejob.com,Contract,Involuntary,Yourself book budget product.,1/10/1997,407-56-7450,3448 Lynch Circle Apt. 669,South Tyler,MI,Quality Engineer,125861,Male,Hispanic,Divorced,Needs Improvement,3
3026,Ayanna,Garrison,23-Aug-22,,Deborah Lopez,ayanna.garrison@bestremotejob.com,Contract,Unk,,2/1/1997,607-11-3921,6808 Tara Mountain,East Laura,MN,Senior Sales Associate,81051,Female,Asian,Divorced,Fully Meets,2
2994,Sammy,Walter,18-Feb-22,,Tiffany Smith,sammy.walter@bestremotejob.com,Part-Time,Unk,,5/7/1997,147-30-9105,124 Hansen Village Suite 209,New Patrickchester,ME,Community Manager,83737,Male,Other,Married,Fully Meets,4
2010,Araceli,Mcguire,4-Feb-23,24-Jun-23,Eric Vincent,araceli.mcguire@bestremotejob.com,Part-Time,Resignation,Food shake indicate cost happen up president.,9/9/1997,963-61-1904,28037 Thomas Points,Johnmouth,OH,IT Support Specialist,58159,Female,Hispanic,Married,Fully Meets,3
1473,Ruben,Kirby,25-Sep-20,,Teresa Wood,ruben.kirby@bestremotejob.com,Contract,Unk,,12/11/1997,526-84-1360,4322 Joseph Ports Apt. 157,South Johnburgh,IN,Web Designer,109598,Female,Black,Divorced,Exceeds,3
3030,Kadin,Mcdowell,5-Jul-22,3-Jan-23,Kevin Davis,kadin.mcdowell@bestremotejob.com,Full-Time,Voluntary,Left she before though finally.,1/11/1998,563-60-3785,14178 Brandon Junction Apt. 564,West Melinda,IL,Account Executive,139922,Female,White,Single,Fully Meets,1
1139,Cale,Bender,10-Aug-18,21-Feb-22,Victoria Campbell,cale.bender@bestremotejob.com,Contract,Involuntary,Most could result else think this window.,4/4/1998,455-35-8804,375 Flowers Well,Amandashire,PW,Accounts Payable,45631,Male,Hispanic,Married,Fully Meets,3
2312,Maximilian,Carney,26-Nov-19,,Samantha Barnett,maximilian.carney@bestremotejob.com,Full-Time,Unk,,4/7/1998,868-03-9774,6948 Timothy Manors,Williamshaven,ME,Project Manager,157599,Male,Asian,Widowed,Fully Meets,4
2539,Casey,Bradford,19-Mar-19,,Michael Johnson,casey.bradford@bestremotejob.com,Part-Time,Unk,,6/4/1998,303-46-9400,72765 Seth Mountains Apt. 593,Lake Andrea,IN,Product Specialist,132690,Male,Black,Married,Fully Meets,2
2800,Nayeli,Keith,2-Aug-19,,Kathryn Wolf,nayeli.keith@bestremotejob.com,Contract,Unk,,6/9/1998,248-83-6478,997 Jones Inlet,New Kendra,UT,IT Support Specialist,60616,Male,Black,Married,Fully Meets,1
2606,Aspen,Freeman,23-Oct-20,,Mary Mitchell,aspen.freeman@bestremotejob.com,Full-Time,Unk,,8/6/1998,385-57-1479,335 Zimmerman Drive Apt. 900,Larsonhaven,NY,Quality Control Specialist,152449,Male,White,Single,Fully Meets,2
2804,Salma,Frederick,10-Mar-19,,Scott Brady,salma.frederick@bestremotejob.com,Part-Time,Unk,,1/10/1999,238-54-9725,93295 Madison Fords,Lake Janice,OK,Customer Service Representative,88732,Male,Hispanic,Married,Fully Meets,4
3100,Carsen,Schmidt,25-Oct-20,28-Dec-21,Kevin Davis,carsen.schmidt@bestremotejob.com,Contract,Retirement,Production senior put.,2/2/2000,419-00-0220,76697 Larry Spur Suite 271,Lake Kimberly,MN,IT Support Specialist,55518,Female,White,Single,Fully Meets,5
3264,Alani,Phillips,31-Dec-21,10-May-23,Jim Melton,alani.phillips@bestremotejob.com,Part-Time,Involuntary,Attorney control write American.,3/6/2001,504-75-3571,45020 Albert Shore,East Stephanie,MA,Customer Service Representative,87507,Male,Asian,Married,Fully Meets,5
3600,Marely,Dixon,1-Nov-22,,Bobby Serrano,marely.dixon@bestremotejob.com,Contract,Unk,,4/5/2001,455-98-8816,7267 Tran Pike Apt. 921,South Justinside,WI,Safety Technician,96889,Female,White,Single,Fully Meets,2
3440,Xana,Potts,5-Dec-19,17-Feb-23,Gregory Walker,xana.potts@bestremotejob.com,Contract,Resignation,Degree wish science when thing week old.,5/4/2001,269-60-1217,372 Hendrix Stream,West Robinchester,NJ,Web Designer,86269,Female,White,Divorced,Fully Meets,3
2734,Maxim,Mooney,2-Dec-20,,Alicia Mitchell,maxim.mooney@bestremotejob.com,Contract,Unk,,11/4/2001,950-25-9613,2409 Sara Loop,New Joshua,NM,Project Manager,142797,Female,Black,Married,Fully Meets,4
,,,,,,,,,,,,,,,IT Support Specialist,73676,,,,,
